SampleNo,SampleCollectionDate,LandArea,Irrigation,Longitude,Latitude,pH,EC,Organic Carbon (OC),Available Nitrogen (N),Available Phosphorus (P),Available Potassium (K),Available Sulphur (S),Available Zinc (Zn),Available Boron (B),Available Iron (Fe),Available Manganese (Mn),Available Copper (Cu)
PB/2017-18/95707484/1,20-06-2017,4.00  Acre,Irrigated(Tube well),31.722540,74.834422,7.45 : Moderately alkaline,0.24 dS/m: ,0.41 %: Low,-- kg/ha: ,11.98 kg/ha: Low,172.40 kg/ha: Medium,17.35 ppm: Sufficient,1.71 ppm: Sufficient,-- ppm: ,24.56 ppm: Sufficient,4.97 ppm: Sufficient,4.14 ppm: Sufficient
PB/2017-18/95707537/2,20-06-2017,8.00  Acre,Irrigated(Tube well),31.721778,74.831079,7.12 : Moderately alkaline,0.33 dS/m: ,0.44 %: Low,-- kg/ha: ,15.02 kg/ha: Low,84.62 kg/ha: Low,15.89 ppm: Sufficient,1.05 ppm: Sufficient,-- ppm: ,20.41 ppm: Sufficient,2.14 ppm: Sufficient,3.38 ppm: Sufficient
PB/2017-18/95707537/1,20-06-2017,8.00  Acre,Irrigated(Tube well),31.721778,74.831079,7.12 : Moderately alkaline,0.33 dS/m: ,0.44 %: Low,-- kg/ha: ,15.02 kg/ha: Low,84.62 kg/ha: Low,15.89 ppm: Sufficient,1.05 ppm: Sufficient,-- ppm: ,20.41 ppm: Sufficient,2.14 ppm: Sufficient,3.38 ppm: Sufficient
PB/2017-18/95707579/2,20-06-2017,8.00  Acre,Irrigated(Tube well),31.724831,74.833467,7.11 : Moderately alkaline,0.24 dS/m: ,0.35 %: Low,-- kg/ha: ,8.67 kg/ha: Very Low,142.80 kg/ha: Low,19.00 ppm: Sufficient,1.51 ppm: Sufficient,-- ppm: ,14.55 ppm: Sufficient,3.42 ppm: Sufficient,3.05 ppm: Sufficient
PB/2017-18/95707579/1,20-06-2017,8.00  Acre,Irrigated(Tube well),31.724831,74.833467,7.11 : Moderately alkaline,0.24 dS/m: ,0.35 %: Low,-- kg/ha: ,8.67 kg/ha: Very Low,142.80 kg/ha: Low,19.00 ppm: Sufficient,1.51 ppm: Sufficient,-- ppm: ,14.55 ppm: Sufficient,3.42 ppm: Sufficient,3.05 ppm: Sufficient
PB/2017-18/95707611/2,20-06-2017,8.00  Acre,Irrigated(Tube well),31.724123,74.831350,7.88 : Moderately alkaline,0.23 dS/m: ,0.43 %: Low,-- kg/ha: ,9.50 kg/ha: Very Low,114.80 kg/ha: Low,13.55 ppm: Sufficient,1.16 ppm: Sufficient,-- ppm: ,19.58 ppm: Sufficient,3.00 ppm: Sufficient,2.94 ppm: Sufficient
PB/2017-18/95707611/1,20-06-2017,8.00  Acre,Irrigated(Tube well),31.724123,74.831350,7.88 : Moderately alkaline,0.23 dS/m: ,0.43 %: Low,-- kg/ha: ,9.50 kg/ha: Very Low,114.80 kg/ha: Low,13.55 ppm: Sufficient,1.16 ppm: Sufficient,-- ppm: ,19.58 ppm: Sufficient,3.00 ppm: Sufficient,2.94 ppm: Sufficient
PB/2017-18/95707654/1,20-06-2017,11.00  Acre,Irrigated(Tube well),31.726122,74.831500,7.78 : Moderately alkaline,0.25 dS/m: ,0.45 %: Low,-- kg/ha: ,9.08 kg/ha: Very Low,152.10 kg/ha: Medium,18.68 ppm: Sufficient,1.36 ppm: Sufficient,-- ppm: ,22.54 ppm: Sufficient,3.98 ppm: Sufficient,3.17 ppm: Sufficient
PB/2017-18/95707682/2,20-06-2017,8.00  Acre,Irrigated(Tube well),31.726228,74.836163,7.46 : Moderately alkaline,0.23 dS/m: ,0.34 %: Low,-- kg/ha: ,7.43 kg/ha: Very Low,148.80 kg/ha: Medium,15.73 ppm: Sufficient,1.22 ppm: Sufficient,-- ppm: ,17.57 ppm: Sufficient,3.42 ppm: Sufficient,2.94 ppm: Sufficient
PB/2017-18/95707682/1,20-06-2017,8.00  Acre,Irrigated(Tube well),31.726228,74.836163,7.46 : Moderately alkaline,0.23 dS/m: ,0.34 %: Low,-- kg/ha: ,7.43 kg/ha: Very Low,148.80 kg/ha: Medium,15.73 ppm: Sufficient,1.22 ppm: Sufficient,-- ppm: ,17.57 ppm: Sufficient,3.42 ppm: Sufficient,2.94 ppm: Sufficient
PB/2017-18/95707721/2,20-06-2017,8.00  Acre,Irrigated(Tube well),31.724089,74.836163,7.12 : Moderately alkaline,0.33 dS/m: ,0.47 %: Low,-- kg/ha: ,9.10 kg/ha: Very Low,161.70 kg/ha: Medium,16.41 ppm: Sufficient,1.50 ppm: Sufficient,-- ppm: ,18.88 ppm: Sufficient,4.38 ppm: Sufficient,3.57 ppm: Sufficient
PB/2017-18/95707721/1,20-06-2017,8.00  Acre,Irrigated(Tube well),31.724089,74.836163,7.12 : Moderately alkaline,0.33 dS/m: ,0.47 %: Low,-- kg/ha: ,9.10 kg/ha: Very Low,161.70 kg/ha: Medium,16.41 ppm: Sufficient,1.50 ppm: Sufficient,-- ppm: ,18.88 ppm: Sufficient,4.38 ppm: Sufficient,3.57 ppm: Sufficient
PB/2017-18/95707764/2,20-06-2017,8.00  Acre,Irrigated(Tube well),31.717618,74.827844,7.13 : Moderately alkaline,0.23 dS/m: ,0.45 %: Low,-- kg/ha: ,10.07 kg/ha: Very Low,169.00 kg/ha: Medium,20.29 ppm: Sufficient,1.35 ppm: Sufficient,-- ppm: ,20.91 ppm: Sufficient,4.42 ppm: Sufficient,3.29 ppm: Sufficient
PB/2017-18/95707764/1,20-06-2017,8.00  Acre,Irrigated(Tube well),31.717618,74.827844,7.13 : Moderately alkaline,0.23 dS/m: ,0.45 %: Low,-- kg/ha: ,10.07 kg/ha: Very Low,169.00 kg/ha: Medium,20.29 ppm: Sufficient,1.35 ppm: Sufficient,-- ppm: ,20.91 ppm: Sufficient,4.42 ppm: Sufficient,3.29 ppm: Sufficient
PB/2017-18/95707796/2,20-06-2017,3.00  Acre,Irrigated(Tube well),31.718438,74.832353,7.88 : Moderately alkaline,0.25 dS/m: ,0.39 %: Low,-- kg/ha: ,7.67 kg/ha: Very Low,145.10 kg/ha: Medium,20.13 ppm: Sufficient,1.35 ppm: Sufficient,-- ppm: ,22.20 ppm: Sufficient,3.60 ppm: Sufficient,3.25 ppm: Sufficient
PB/2017-18/95707796/1,20-06-2017,3.00  Acre,Irrigated(Tube well),31.718438,74.832353,7.88 : Moderately alkaline,0.25 dS/m: ,0.39 %: Low,-- kg/ha: ,7.67 kg/ha: Very Low,145.10 kg/ha: Medium,20.13 ppm: Sufficient,1.35 ppm: Sufficient,-- ppm: ,22.20 ppm: Sufficient,3.60 ppm: Sufficient,3.25 ppm: Sufficient
PB/2017-18/95707838/2,20-06-2017,4.00  Acre,Irrigated(Tube well),31.718660,74.833353,7.91 : Moderately alkaline,0.21 dS/m: ,0.45 %: Low,-- kg/ha: ,12.17 kg/ha: Low,169.00 kg/ha: Medium,21.19 ppm: Sufficient,1.51 ppm: Sufficient,-- ppm: ,25.86 ppm: Sufficient,5.56 ppm: Sufficient,3.88 ppm: Sufficient
PB/2017-18/95707838/1,20-06-2017,4.00  Acre,Irrigated(Tube well),31.718660,74.833353,7.91 : Moderately alkaline,0.21 dS/m: ,0.45 %: Low,-- kg/ha: ,12.17 kg/ha: Low,169.00 kg/ha: Medium,21.19 ppm: Sufficient,1.51 ppm: Sufficient,-- ppm: ,25.86 ppm: Sufficient,5.56 ppm: Sufficient,3.88 ppm: Sufficient
PB/2017-18/95707871/2,20-06-2017,2.00  Acre,Irrigated(Tube well),31.719434,74.832371,7.58 : Moderately alkaline,0.23 dS/m: ,0.35 %: Low,-- kg/ha: ,12.15 kg/ha: Low,152.00 kg/ha: Medium,19.00 ppm: Sufficient,1.73 ppm: Sufficient,-- ppm: ,27.28 ppm: Sufficient,6.23 ppm: Sufficient,3.67 ppm: Sufficient
PB/2017-18/95707871/1,20-06-2017,2.00  Acre,Irrigated(Tube well),31.719434,74.832371,7.58 : Moderately alkaline,0.23 dS/m: ,0.35 %: Low,-- kg/ha: ,12.15 kg/ha: Low,152.00 kg/ha: Medium,19.00 ppm: Sufficient,1.73 ppm: Sufficient,-- ppm: ,27.28 ppm: Sufficient,6.23 ppm: Sufficient,3.67 ppm: Sufficient
PB/2017-18/95707909/2,20-06-2017,6.00  Acre,Irrigated(Tube well),31.715832,74.831390,7.88 : Moderately alkaline,0.36 dS/m: ,0.43 %: Low,-- kg/ha: ,10.84 kg/ha: Very Low,93.39 kg/ha: Low,9.25 ppm: Deficient,1.29 ppm: Sufficient,-- ppm: ,20.63 ppm: Sufficient,2.81 ppm: Sufficient,2.34 ppm: Sufficient
PB/2017-18/95707909/1,20-06-2017,6.00  Acre,Irrigated(Tube well),31.715832,74.831390,7.88 : Moderately alkaline,0.36 dS/m: ,0.43 %: Low,-- kg/ha: ,10.84 kg/ha: Very Low,93.39 kg/ha: Low,9.25 ppm: Deficient,1.29 ppm: Sufficient,-- ppm: ,20.63 ppm: Sufficient,2.81 ppm: Sufficient,2.34 ppm: Sufficient
PB/2017-18/95707945/2,20-06-2017,7.00  Acre,Irrigated(Tube well),31.716102,74.833670,7.63 : Moderately alkaline,0.26 dS/m: ,0.49 %: Low,-- kg/ha: ,9.72 kg/ha: Very Low,131.70 kg/ha: Low,19.06 ppm: Sufficient,1.35 ppm: Sufficient,-- ppm: ,23.71 ppm: Sufficient,4.97 ppm: Sufficient,3.17 ppm: Sufficient
PB/2017-18/95707945/1,20-06-2017,7.00  Acre,Irrigated(Tube well),31.716102,74.833670,7.63 : Moderately alkaline,0.26 dS/m: ,0.49 %: Low,-- kg/ha: ,9.72 kg/ha: Very Low,131.70 kg/ha: Low,19.06 ppm: Sufficient,1.35 ppm: Sufficient,-- ppm: ,23.71 ppm: Sufficient,4.97 ppm: Sufficient,3.17 ppm: Sufficient
PB/2017-18/95707990/2,20-06-2017,8.00  Acre,Irrigated(Tube well),31.722657,74.836240,8.44 : Moderately alkaline,0.43 dS/m: ,0.54 %: Medium,-- kg/ha: ,7.22 kg/ha: Very Low,124.20 kg/ha: Low,13.27 ppm: Sufficient,1.05 ppm: Sufficient,-- ppm: ,15.57 ppm: Sufficient,2.96 ppm: Sufficient,2.69 ppm: Sufficient
PB/2017-18/95707990/3,20-06-2017,8.00  Acre,Irrigated(Tube well),31.722657,74.836240,8.44 : Moderately alkaline,0.43 dS/m: ,0.54 %: Medium,-- kg/ha: ,7.22 kg/ha: Very Low,124.20 kg/ha: Low,13.27 ppm: Sufficient,1.05 ppm: Sufficient,-- ppm: ,15.57 ppm: Sufficient,2.96 ppm: Sufficient,2.69 ppm: Sufficient
PB/2017-18/95707990/1,20-06-2017,8.00  Acre,Irrigated(Tube well),31.722657,74.836240,8.44 : Moderately alkaline,0.43 dS/m: ,0.54 %: Medium,-- kg/ha: ,7.22 kg/ha: Very Low,124.20 kg/ha: Low,13.27 ppm: Sufficient,1.05 ppm: Sufficient,-- ppm: ,15.57 ppm: Sufficient,2.96 ppm: Sufficient,2.69 ppm: Sufficient
PB/2017-18/95708033/2,20-06-2017,6.00  Acre,Irrigated(Tube well),31.720421,74.835670,8.35 : Moderately alkaline,0.14 dS/m: ,0.45 %: Low,-- kg/ha: ,8.76 kg/ha: Very Low,147.30 kg/ha: Medium,12.94 ppm: Sufficient,1.05 ppm: Sufficient,-- ppm: ,20.17 ppm: Sufficient,3.86 ppm: Sufficient,3.22 ppm: Sufficient
PB/2017-18/95708033/1,20-06-2017,6.00  Acre,Irrigated(Tube well),31.720421,74.835670,8.35 : Moderately alkaline,0.14 dS/m: ,0.45 %: Low,-- kg/ha: ,8.76 kg/ha: Very Low,147.30 kg/ha: Medium,12.94 ppm: Sufficient,1.05 ppm: Sufficient,-- ppm: ,20.17 ppm: Sufficient,3.86 ppm: Sufficient,3.22 ppm: Sufficient
PB/2017-18/95708061/2,20-06-2017,3.00  Acre,Irrigated(Tube well),31.718865,74.836546,7.11 : Moderately alkaline,0.27 dS/m: ,0.49 %: Low,-- kg/ha: ,8.76 kg/ha: Very Low,161.40 kg/ha: Medium,16.08 ppm: Sufficient,1.51 ppm: Sufficient,-- ppm: ,22.82 ppm: Sufficient,4.38 ppm: Sufficient,3.67 ppm: Sufficient
PB/2017-18/95708061/1,20-06-2017,3.00  Acre,Irrigated(Tube well),31.718865,74.836546,7.11 : Moderately alkaline,0.27 dS/m: ,0.49 %: Low,-- kg/ha: ,8.76 kg/ha: Very Low,161.40 kg/ha: Medium,16.08 ppm: Sufficient,1.51 ppm: Sufficient,-- ppm: ,22.82 ppm: Sufficient,4.38 ppm: Sufficient,3.67 ppm: Sufficient
PB/2017-18/95708104/2,20-06-2017,3.00  Acre,Irrigated(Tube well),31.716071,74.836105,7.16 : Moderately alkaline,0.25 dS/m: ,0.45 %: Low,-- kg/ha: ,12.81 kg/ha: Low,84.47 kg/ha: Low,13.23 ppm: Sufficient,0.99 ppm: Sufficient,-- ppm: ,19.77 ppm: Sufficient,1.84 ppm: Deficient,3.79 ppm: Sufficient
PB/2017-18/95708104/1,20-06-2017,3.00  Acre,Irrigated(Tube well),31.716071,74.836105,7.16 : Moderately alkaline,0.25 dS/m: ,0.45 %: Low,-- kg/ha: ,12.81 kg/ha: Low,84.47 kg/ha: Low,13.23 ppm: Sufficient,0.99 ppm: Sufficient,-- ppm: ,19.77 ppm: Sufficient,1.84 ppm: Deficient,3.79 ppm: Sufficient
PB/2017-18/95708152/2,20-06-2017,3.00  Acre,Irrigated(Tube well),31.717796,74.838603,7.36 : Moderately alkaline,0.25 dS/m: ,0.41 %: Low,-- kg/ha: ,6.70 kg/ha: Very Low,129.00 kg/ha: Low,13.80 ppm: Sufficient,0.95 ppm: Sufficient,-- ppm: ,15.35 ppm: Sufficient,2.95 ppm: Sufficient,2.62 ppm: Sufficient
PB/2017-18/95708152/1,20-06-2017,3.00  Acre,Irrigated(Tube well),31.717796,74.838603,7.36 : Moderately alkaline,0.25 dS/m: ,0.41 %: Low,-- kg/ha: ,6.70 kg/ha: Very Low,129.00 kg/ha: Low,13.80 ppm: Sufficient,0.95 ppm: Sufficient,-- ppm: ,15.35 ppm: Sufficient,2.95 ppm: Sufficient,2.62 ppm: Sufficient
PB/2017-18/95708194/1,20-06-2017,11.00  Acre,Irrigated(Tube well),31.715954,74.838338,7.12 : Moderately alkaline,0.43 dS/m: ,0.48 %: Low,-- kg/ha: ,6.37 kg/ha: Very Low,128.98 kg/ha: Low,8.89 ppm: Deficient,1.14 ppm: Sufficient,-- ppm: ,23.51 ppm: Sufficient,0.30 ppm: Deficient,3.09 ppm: Sufficient
PB/2017-18/95708288/2,20-06-2017,6.00  Acre,Irrigated(Tube well),31.719500,74.840296,7.13 : Moderately alkaline,0.28 dS/m: ,0.35 %: Low,-- kg/ha: ,7.64 kg/ha: Very Low,141.00 kg/ha: Low,16.42 ppm: Sufficient,1.25 ppm: Sufficient,-- ppm: ,17.39 ppm: Sufficient,3.37 ppm: Sufficient,2.91 ppm: Sufficient
PB/2017-18/95708288/1,20-06-2017,6.00  Acre,Irrigated(Tube well),31.719500,74.840296,7.13 : Moderately alkaline,0.28 dS/m: ,0.35 %: Low,-- kg/ha: ,7.64 kg/ha: Very Low,141.00 kg/ha: Low,16.42 ppm: Sufficient,1.25 ppm: Sufficient,-- ppm: ,17.39 ppm: Sufficient,3.37 ppm: Sufficient,2.91 ppm: Sufficient
PB/2017-18/95708332/2,20-06-2017,3.00  Acre,Irrigated(Tube well),31.718335,74.841557,7.66 : Moderately alkaline,0.33 dS/m: ,0.42 %: Low,-- kg/ha: ,9.08 kg/ha: Very Low,154.40 kg/ha: Medium,17.09 ppm: Sufficient,1.49 ppm: Sufficient,-- ppm: ,18.83 ppm: Sufficient,4.40 ppm: Sufficient,3.46 ppm: Sufficient
PB/2017-18/95708332/3,20-06-2017,3.00  Acre,Irrigated(Tube well),31.718335,74.841557,7.66 : Moderately alkaline,0.33 dS/m: ,0.42 %: Low,-- kg/ha: ,9.08 kg/ha: Very Low,154.40 kg/ha: Medium,17.09 ppm: Sufficient,1.49 ppm: Sufficient,-- ppm: ,18.83 ppm: Sufficient,4.40 ppm: Sufficient,3.46 ppm: Sufficient
PB/2017-18/95708332/1,20-06-2017,3.00  Acre,Irrigated(Tube well),31.718335,74.841557,7.66 : Moderately alkaline,0.33 dS/m: ,0.42 %: Low,-- kg/ha: ,9.08 kg/ha: Very Low,154.40 kg/ha: Medium,17.09 ppm: Sufficient,1.49 ppm: Sufficient,-- ppm: ,18.83 ppm: Sufficient,4.40 ppm: Sufficient,3.46 ppm: Sufficient
PB/2017-18/95708382/2,20-06-2017,6.00  Acre,Irrigated(Tube well),31.722660,74.837049,7.11 : Moderately alkaline,0.12 dS/m: ,0.45 %: Low,-- kg/ha: ,11.95 kg/ha: Low,136.60 kg/ha: Low,21.95 ppm: Sufficient,1.43 ppm: Sufficient,-- ppm: ,23.61 ppm: Sufficient,5.11 ppm: Sufficient,3.14 ppm: Sufficient
PB/2017-18/95708382/1,20-06-2017,6.00  Acre,Irrigated(Tube well),31.722660,74.837049,7.11 : Moderately alkaline,0.12 dS/m: ,0.45 %: Low,-- kg/ha: ,11.95 kg/ha: Low,136.60 kg/ha: Low,21.95 ppm: Sufficient,1.43 ppm: Sufficient,-- ppm: ,23.61 ppm: Sufficient,5.11 ppm: Sufficient,3.14 ppm: Sufficient
PB/2017-18/95708428/2,20-06-2017,4.00  Acre,Irrigated(Tube well),31.722106,74.840836,7.63 : Moderately alkaline,0.23 dS/m: ,0.44 %: Low,-- kg/ha: ,9.22 kg/ha: Very Low,134.00 kg/ha: Low,21.96 ppm: Sufficient,1.40 ppm: Sufficient,-- ppm: ,22.90 ppm: Sufficient,3.83 ppm: Sufficient,3.22 ppm: Sufficient
PB/2017-18/95708428/1,20-06-2017,4.00  Acre,Irrigated(Tube well),31.722106,74.840836,7.63 : Moderately alkaline,0.23 dS/m: ,0.44 %: Low,-- kg/ha: ,9.22 kg/ha: Very Low,134.00 kg/ha: Low,21.96 ppm: Sufficient,1.40 ppm: Sufficient,-- ppm: ,22.90 ppm: Sufficient,3.83 ppm: Sufficient,3.22 ppm: Sufficient
PB/2017-18/95708481/2,20-06-2017,6.00  Acre,Irrigated(Tube well),31.726400,74.829670,7.55 : Moderately alkaline,0.22 dS/m: ,0.48 %: Low,-- kg/ha: ,12.60 kg/ha: Low,189.00 kg/ha: Medium,23.63 ppm: Sufficient,1.59 ppm: Sufficient,-- ppm: ,22.31 ppm: Sufficient,5.08 ppm: Sufficient,4.58 ppm: Sufficient
PB/2017-18/95708481/1,20-06-2017,6.00  Acre,Irrigated(Tube well),31.726400,74.829670,7.55 : Moderately alkaline,0.22 dS/m: ,0.48 %: Low,-- kg/ha: ,12.60 kg/ha: Low,189.00 kg/ha: Medium,23.63 ppm: Sufficient,1.59 ppm: Sufficient,-- ppm: ,22.31 ppm: Sufficient,5.08 ppm: Sufficient,4.58 ppm: Sufficient
PB/2017-18/95708534/2,20-06-2017,3.00  Acre,Irrigated(Tube well),31.724241,74.829491,7.36 : Moderately alkaline,0.13 dS/m: ,0.36 %: Low,-- kg/ha: ,11.93 kg/ha: Low,134.70 kg/ha: Low,21.02 ppm: Sufficient,1.57 ppm: Sufficient,-- ppm: ,27.29 ppm: Sufficient,5.55 ppm: Sufficient,3.24 ppm: Sufficient
PB/2017-18/95708534/3,20-06-2017,3.00  Acre,Irrigated(Tube well),31.724241,74.829491,7.36 : Moderately alkaline,0.13 dS/m: ,0.36 %: Low,-- kg/ha: ,11.93 kg/ha: Low,134.70 kg/ha: Low,21.02 ppm: Sufficient,1.57 ppm: Sufficient,-- ppm: ,27.29 ppm: Sufficient,5.55 ppm: Sufficient,3.24 ppm: Sufficient
PB/2017-18/95708534/1,20-06-2017,3.00  Acre,Irrigated(Tube well),31.724241,74.829491,7.36 : Moderately alkaline,0.13 dS/m: ,0.36 %: Low,-- kg/ha: ,11.93 kg/ha: Low,134.70 kg/ha: Low,21.02 ppm: Sufficient,1.57 ppm: Sufficient,-- ppm: ,27.29 ppm: Sufficient,5.55 ppm: Sufficient,3.24 ppm: Sufficient
PB/2017-18/95708600/2,20-06-2017,6.00  Acre,Irrigated(Tube well),31.724136,74.826635,7.89 : Moderately alkaline,0.25 dS/m: ,0.35 %: Low,-- kg/ha: ,11.64 kg/ha: Low,118.10 kg/ha: Low,10.59 ppm: Sufficient,1.43 ppm: Sufficient,-- ppm: ,21.79 ppm: Sufficient,3.44 ppm: Sufficient,2.84 ppm: Sufficient
PB/2017-18/95708600/1,20-06-2017,6.00  Acre,Irrigated(Tube well),31.724136,74.826635,7.89 : Moderately alkaline,0.25 dS/m: ,0.35 %: Low,-- kg/ha: ,11.64 kg/ha: Low,118.10 kg/ha: Low,10.59 ppm: Sufficient,1.43 ppm: Sufficient,-- ppm: ,21.79 ppm: Sufficient,3.44 ppm: Sufficient,2.84 ppm: Sufficient
PB/2017-18/95708663/2,20-06-2017,4.00  Acre,Irrigated(Tube well),31.721946,74.829062,7.68 : Moderately alkaline,0.24 dS/m: ,0.43 %: Low,-- kg/ha: ,11.24 kg/ha: Very Low,141.40 kg/ha: Low,18.72 ppm: Sufficient,1.45 ppm: Sufficient,-- ppm: ,25.07 ppm: Sufficient,4.40 ppm: Sufficient,3.45 ppm: Sufficient
PB/2017-18/95708663/1,20-06-2017,4.00  Acre,Irrigated(Tube well),31.721946,74.829062,7.68 : Moderately alkaline,0.24 dS/m: ,0.43 %: Low,-- kg/ha: ,11.24 kg/ha: Very Low,141.40 kg/ha: Low,18.72 ppm: Sufficient,1.45 ppm: Sufficient,-- ppm: ,25.07 ppm: Sufficient,4.40 ppm: Sufficient,3.45 ppm: Sufficient
PB/2017-18/95708724/3,20-06-2017,3.00  Acre,Irrigated(Tube well),31.725662,74.827093,7.71 : Moderately alkaline,0.46 dS/m: ,0.47 %: Low,-- kg/ha: ,7.48 kg/ha: Very Low,112.10 kg/ha: Low,14.15 ppm: Sufficient,0.96 ppm: Sufficient,-- ppm: ,16.44 ppm: Sufficient,3.04 ppm: Sufficient,2.40 ppm: Sufficient
PB/2017-18/95708724/2,20-06-2017,3.00  Acre,Irrigated(Tube well),31.725662,74.827093,7.71 : Moderately alkaline,0.46 dS/m: ,0.47 %: Low,-- kg/ha: ,7.48 kg/ha: Very Low,112.10 kg/ha: Low,14.15 ppm: Sufficient,0.96 ppm: Sufficient,-- ppm: ,16.44 ppm: Sufficient,3.04 ppm: Sufficient,2.40 ppm: Sufficient
PB/2017-18/95709131/2,20-06-2017,8.00  Acre,Irrigated(Tube well),31.725003,74.824932,7.91 : Moderately alkaline,0.24 dS/m: ,0.45 %: Low,-- kg/ha: ,8.48 kg/ha: Very Low,145.50 kg/ha: Medium,14.77 ppm: Sufficient,0.99 ppm: Sufficient,-- ppm: ,16.86 ppm: Sufficient,3.86 ppm: Sufficient,2.97 ppm: Sufficient
PB/2017-18/95709131/1,20-06-2017,8.00  Acre,Irrigated(Tube well),31.725003,74.824932,7.91 : Moderately alkaline,0.24 dS/m: ,0.45 %: Low,-- kg/ha: ,8.48 kg/ha: Very Low,145.50 kg/ha: Medium,14.77 ppm: Sufficient,0.99 ppm: Sufficient,-- ppm: ,16.86 ppm: Sufficient,3.86 ppm: Sufficient,2.97 ppm: Sufficient
PB/2017-18/95709169/2,20-06-2017,7.00  Acre,Irrigated(Tube well),31.724020,74.824436,7.26 : Moderately alkaline,0.33 dS/m: ,0.34 %: Low,-- kg/ha: ,8.87 kg/ha: Very Low,150.80 kg/ha: Medium,17.39 ppm: Sufficient,1.25 ppm: Sufficient,-- ppm: ,19.48 ppm: Sufficient,3.82 ppm: Sufficient,3.34 ppm: Sufficient
PB/2017-18/95709169/1,20-06-2017,7.00  Acre,Irrigated(Tube well),31.724020,74.824436,7.26 : Moderately alkaline,0.33 dS/m: ,0.34 %: Low,-- kg/ha: ,8.87 kg/ha: Very Low,150.80 kg/ha: Medium,17.39 ppm: Sufficient,1.25 ppm: Sufficient,-- ppm: ,19.48 ppm: Sufficient,3.82 ppm: Sufficient,3.34 ppm: Sufficient
PB/2017-18/95709244/2,20-06-2017,6.00  Acre,Irrigated(Tube well),31.722284,74.826924,7.69 : Moderately alkaline,0.23 dS/m: ,0.39 %: Low,-- kg/ha: ,8.12 kg/ha: Very Low,118.40 kg/ha: Low,14.25 ppm: Sufficient,0.95 ppm: Sufficient,-- ppm: ,17.04 ppm: Sufficient,3.00 ppm: Sufficient,2.10 ppm: Sufficient
PB/2017-18/95709244/1,20-06-2017,6.00  Acre,Irrigated(Tube well),31.722284,74.826924,7.69 : Moderately alkaline,0.23 dS/m: ,0.39 %: Low,-- kg/ha: ,8.12 kg/ha: Very Low,118.40 kg/ha: Low,14.25 ppm: Sufficient,0.95 ppm: Sufficient,-- ppm: ,17.04 ppm: Sufficient,3.00 ppm: Sufficient,2.10 ppm: Sufficient
PB/2017-18/95709282/2,20-06-2017,3.00  Acre,Irrigated(Tube well),31.720726,74.824835,7.81 : Moderately alkaline,0.33 dS/m: ,0.47 %: Low,-- kg/ha: ,7.77 kg/ha: Very Low,167.40 kg/ha: Medium,14.29 ppm: Sufficient,1.50 ppm: Sufficient,-- ppm: ,20.37 ppm: Sufficient,3.44 ppm: Sufficient,3.40 ppm: Sufficient
PB/2017-18/95709282/1,20-06-2017,3.00  Acre,Irrigated(Tube well),31.720726,74.824835,7.81 : Moderately alkaline,0.33 dS/m: ,0.47 %: Low,-- kg/ha: ,7.77 kg/ha: Very Low,167.40 kg/ha: Medium,14.29 ppm: Sufficient,1.50 ppm: Sufficient,-- ppm: ,20.37 ppm: Sufficient,3.44 ppm: Sufficient,3.40 ppm: Sufficient
PB/2017-18/95709312/2,20-06-2017,5.00  Acre,Irrigated(Tube well),31.720864,74.826869,7.13 : Moderately alkaline,0.26 dS/m: ,0.45 %: Low,-- kg/ha: ,8.68 kg/ha: Very Low,188.50 kg/ha: Medium,18.61 ppm: Sufficient,1.69 ppm: Sufficient,-- ppm: ,23.45 ppm: Sufficient,5.00 ppm: Sufficient,4.71 ppm: Sufficient
PB/2017-18/95709312/1,20-06-2017,5.00  Acre,Irrigated(Tube well),31.720864,74.826869,7.13 : Moderately alkaline,0.26 dS/m: ,0.45 %: Low,-- kg/ha: ,8.68 kg/ha: Very Low,188.50 kg/ha: Medium,18.61 ppm: Sufficient,1.69 ppm: Sufficient,-- ppm: ,23.45 ppm: Sufficient,5.00 ppm: Sufficient,4.71 ppm: Sufficient
PB/2017-18/95709354/2,20-06-2017,4.00  Acre,Irrigated(Tube well),31.720237,74.828394,7.69 : Moderately alkaline,0.47 dS/m: ,0.36 %: Low,-- kg/ha: ,8.14 kg/ha: Very Low,131.60 kg/ha: Low,15.59 ppm: Sufficient,1.36 ppm: Sufficient,-- ppm: ,21.81 ppm: Sufficient,4.11 ppm: Sufficient,3.13 ppm: Sufficient
PB/2017-18/95709354/1,20-06-2017,4.00  Acre,Irrigated(Tube well),31.720237,74.828394,7.69 : Moderately alkaline,0.47 dS/m: ,0.36 %: Low,-- kg/ha: ,8.14 kg/ha: Very Low,131.60 kg/ha: Low,15.59 ppm: Sufficient,1.36 ppm: Sufficient,-- ppm: ,21.81 ppm: Sufficient,4.11 ppm: Sufficient,3.13 ppm: Sufficient
PB/2017-18/95709394/2,20-06-2017,3.00  Acre,Irrigated(Tube well),31.724066,74.822347,7.59 : Moderately alkaline,0.32 dS/m: ,0.47 %: Low,-- kg/ha: ,9.01 kg/ha: Very Low,194.20 kg/ha: Medium,20.05 ppm: Sufficient,1.51 ppm: Sufficient,-- ppm: ,19.80 ppm: Sufficient,4.09 ppm: Sufficient,4.36 ppm: Sufficient
