Season,Sector,Category,Crop,QueryType,Query,Answer,State,District,Block,DateTime
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attck of red leaf cotton?,UREA 100GM + SSP 300GM + MAGNESIUM SULPHATE 50GM + BAVISTIN 30GM/10 LIT WATER,MAHARASHTRA,JALNA,AMBAD,2015-07-17 12:23:59.250
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,disease attack –,Redomil Gold 30gm +humic acid 30 ml 19:19:19 30gm /15 Lit of Water Drenching.,MAHARASHTRA,JALNA,JAFRABAD,2015-07-21 12:05:24.310
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked for cotton afhids attack-?,Confidor 10ml M-45 30 GM + MICROLLA 50 ML /15 Lit of Water.,MAHARASHTRA,JALNA,BADNAPUR,2015-07-24 14:52:00.067
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of white fly----,ATTACK OF WHITE FLY----SPRAY   ASTRA 5 GRAM + 19:19:19 – 60 GRAMS + MICROLA – 40 ML  IN 15 LITER OF WATER,MAHARASHTRA,JALNA,AMBAD,2015-07-25 08:51:56.970
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about prevention of pest attack,Spray Azadirictine 30 ml/15 Lit of Water.,MAHARASHTRA,JALNA,GHANSAWANGI,2015-07-26 14:37:03.970
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,redaning on cotton,REDANING ON COTTON  - MG SULFATE 10 KG + 18:46 20 KG /ACRE,MAHARASHTRA,JALNA,BHOKARDAN,2015-07-26 15:04:51.837
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about red leaves,Spray Actra 5 gm/15 Lit of Water.,MAHARASHTRA,JALNA,PARTUR,2015-07-26 15:35:51.803
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about increase flowering growth,spray Boom flower 20ml/15lit of Water.,MAHARASHTRA,JALNA,BADNAPUR,2015-07-26 16:02:42.160
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,leaf curl attack on cotton ?,Spary Lancargold 25 Gm + Asataaf 20gram/ 15 Liter of Water.,MAHARASHTRA,JALNA,BADNAPUR,2015-07-26 17:05:53.443
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked for cotton white fly attack-?,COTTON WHITE FLY ATTACK-? Spray Bavistine 30gm+ Confidor super / Confidor 10ml/15 Lit of Water.,MAHARASHTRA,JALNA,BHOKARDAN,2015-07-27 09:23:41.100
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked for red leaf in cotton ?,RED LEAF IN COTTON= MAGNESIUM SULFHATE 60 GM + UREA 80 GM / 15 LIT WATER.,MAHARASHTRA,JALNA,AMBAD,2015-07-27 13:09:27.090
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about attack of aphid on cotton?,Spray Roger 15 ml/15 Liter of Water,MAHARASHTRA,JALNA,AMBAD,2016-07-03 21:17:23.817
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,leaf eating caterpillar attack ?,Spray Profex super 30 ml/15 liter of water(Profenofos+ Cypermethrin)-Nagarjuna,MAHARASHTRA,JALNA,JALNA,2016-07-04 13:38:12.767
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,thrips attack on cotton,Spray super confidor 10 ml /15 liter of water(Imida 17.8 sl)-Bayer,MAHARASHTRA,JALNA,JALNA,2016-07-05 11:34:46.400
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about attack of catterpillar,Spray Quinalphos (25 % EC)15 ml/ l5 liter of water,MAHARASHTRA,JALNA,BADNAPUR,2016-07-09 15:22:34.963
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,white grub attack?,spray nuwan 20 ml/15 litar water,MAHARASHTRA,JALNA,BHOKARDAN,2016-07-11 09:28:34.543
JAYAD,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,thrips attack on  cotton?,Spray Admire  5 gm/15 Liter of Water(Imida 70 wp)Bayer,MAHARASHTRA,JALNA,PARTUR,2016-07-13 06:31:53.480
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of sucking pest in cotton,Spray super confidor 10 ml + 19:19:19 60 gm  /15 liter of water(Imida 17.8 sl)-Bayer,MAHARASHTRA,JALNA,BADNAPUR,2016-07-16 16:01:50.917
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,root rot cotton -----,DREANCHING OF BAVISTIN ----30 GRAM   + HUMIC ACID ---- 50 ML IN 15 LIT OF WATER,MAHARASHTRA,JALNA,GHANSAWANGI,2016-07-19 09:31:32.073
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of caterpillar cotton ?,Spray Profex super 30 ml/15 liter of water,MAHARASHTRA,JALNA,MANTHA,2016-07-20 19:45:05.500
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,wilt attack of cotton?,Redomil Gold 30 gm+humic Acid 30 ml(Mephonaxon+mancozeb)syngnt,MAHARASHTRA,JALNA,GHANSAWANGI,2016-07-21 09:14:28.910
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,wilt attack on  cotton?,Redomil Gold 30 gm+humic Acid 30 ml(Mephonaxon+mancozeb)syngnt,MAHARASHTRA,JALNA,AMBAD,2016-07-25 07:12:22.293
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of  root rot ?,Blue Copper 30 gm+humic Acid 30 ml(Mephonaxon+mancozeb)syngnt,MAHARASHTRA,JALNA,GHANSAWANGI,2016-07-27 09:37:49.983
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,drenching of cotton ?,19:19:19 60 gm+ microlla  30 ml + humic acid 30 ml/15 lit water,MAHARASHTRA,JALNA,AMBAD,2016-07-27 18:24:49.693
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of aphids  and jassids ?,Spray Actra 5 gm/15 Liter of Water,MAHARASHTRA,JALNA,JAFRABAD,2016-07-31 16:08:34.720
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,fertilizwer dose ?,10 26 26 2 bag + urea 10 kg + mg sulphate 10 kg + zn sulphate 10 kg / acar,MAHARASHTRA,PARBHANI,PURNA,2015-07-01 16:05:49.100
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of white grub---,ATTACK OF WHITE GRUB--- Chloropyriphos 30ml + Humic Acid 30ml/15 Lit of Water Drenching.,MAHARASHTRA,PARBHANI,GANGAKHED,2015-07-02 21:38:04.277
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asking about white fly attack on cotton ?,spray tata manik-7gm/15 litr water,MAHARASHTRA,PARBHANI,GANGAKHED,2015-07-05 14:52:58.703
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asking about reddning  of cotton ?,reddning  of cotton--dap 300gm+50gm magnesium sulphate/15 litr water,MAHARASHTRA,PARBHANI,PATHRI,2015-07-07 14:20:47.020
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,rending of cotton ?,Magnesium Sulphate + 19:19:19,MAHARASHTRA,PARBHANI,PATHRI,2015-07-07 14:25:44.023
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,fertilizer dose ?,1bag urea + 2 bag 10:26:26 +  humic acid 3kg + calcimax 12kg/acre.,MAHARASHTRA,PARBHANI,PURNA,2015-07-08 16:49:21.453
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked information about cotton - attack of aphids,cotton - attack of aphids-Spray Actra 5 gm/15 Lit of Water.,MAHARASHTRA,PARBHANI,PALAM,2015-07-10 06:53:56.590
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about disease attack?,SPRAY REDOMIL GOLD 30 GM /15 LITET WATER,MAHARASHTRA,PARBHANI,SAILU,2015-07-10 11:36:24.160
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,red disese on cotton,RED DISESE ON COTTON  - FERUS SULFATE 5 KG ZINK SULFATE 5 KG + UREA 15 KG /ACRE,MAHARASHTRA,PARBHANI,JINTUR,2015-07-10 12:35:39.600
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,spraying of blight attack,Spray Redomil Gold 30gm/15Lit of Water.,MAHARASHTRA,PARBHANI,SAILU,2015-07-10 14:54:41.500
RABI,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,farmer enquired control measure for sucking pest,Spray Metador 25 ml / 15 lit of water,MAHARASHTRA,PARBHANI,SONPETH,2015-07-14 11:31:29.763
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,growth of cotton?,Spray biozyme 25 ml + combi 15 gm /15 Lit of Water.,MAHARASHTRA,PARBHANI,PATHRI,2015-07-15 16:36:54.360
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked for cotton preventive spray-?,Spray =M-45 30 GM+19;19;19-50 GMSpray Chloropyriphos 30ml/15 Lit of Water.,MAHARASHTRA,PARBHANI,PARBHANI,2015-07-17 17:21:30.983
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about yellowing of leavves ?,Spray actra 5 gm + Redomil Gold 30gm/15Lit of Water.,MAHARASHTRA,PARBHANI,PURNA,2015-07-18 15:33:49.727
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,fertilizer dose for  cotton?,APPLICATION OF 10:26:26 –75 KG+ UREA ---25 KG + 10 KG MICRONUTRIENT + 10 KG magnesium sulphate  / ACRE,MAHARASHTRA,PARBHANI,JINTUR,2015-07-22 07:46:48.187
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,woolly aphids attack ?,Spray Actra 5 gm +  bavistine 30 gm /15 Lit of Water.,MAHARASHTRA,PARBHANI,PARBHANI,2015-07-24 07:50:40.207
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,side effect of weediside,SIDE EFFECT OF WEEDISIDE  - TABA 30 ML /15 LITER WATER SPRAY,MAHARASHTRA,PARBHANI,MANWAT,2015-07-27 07:14:43.060
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked information about cotton - attack of thrips and whitefly,Spray Actra 5 gm/15 Lit of Water.,MAHARASHTRA,PARBHANI,PURNA,2015-07-29 06:41:01.540
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,cotton-white grub---,COTTON-WHITE GRUB--- application of thimate 4 kg/acre,MAHARASHTRA,PARBHANI,SAILU,2016-07-02 15:39:59.270
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of thrips in cotton?,Spray Admire 5 gm/15 Liter of Water (Imida 70 wp)-Bayer,MAHARASHTRA,PARBHANI,PURNA,2016-07-03 14:44:12.323
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about attack of aphid?,Spray super confidor 10 ml /15 liter of water,MAHARASHTRA,PARBHANI,PATHRI,2016-07-11 14:45:40.340
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of blight?,Spray Redomil Gold 15 GM /15 LITER WATER(Metalaxl-M)-Syngenta,MAHARASHTRA,PARBHANI,JINTUR,2016-07-16 13:29:05.397
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,wilting  of cotton plants ?,drenching bavistin 15 gm + humic acid 30 ml / 15 litter of water for controlling wilt in cotton,MAHARASHTRA,PARBHANI,JINTUR,2016-07-16 16:46:37.733
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of caterpillar on cotton ?,spray Quinolphos 30 ml in 15 liter wate,MAHARASHTRA,PARBHANI,JINTUR,2016-07-17 06:37:35.147
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,yellowing in cotton ?,SPRAY M 45 30 GM  + MICROLLA 30 ML/ 15 LITER WATER.,MAHARASHTRA,PARBHANI,PATHRI,2016-07-19 15:48:36.327
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,thrips attack on cotton crop?,Spray Admire 5 gm/15 Liter of Water (Imida 70 wp)-Bayer,MAHARASHTRA,PARBHANI,JINTUR,2016-07-22 13:43:35.750
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asking about fertiliser dose forcotton,MICRO NUTRIENTS 10 KG/ACRE,MAHARASHTRA,PARBHANI,JINTUR,2016-07-25 10:18:25.643
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about neem arc?,NEEM ARC 30 ML IN 15 LITER WATER,MAHARASHTRA,PARBHANI,PARBHANI,2016-07-31 16:54:23.597
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,sucking pest on cotton .,metador 25 gram + bavistine 30 gram / 15 liter,MAHARASHTRA,BEED,GEORAI,2015-07-01 09:19:54.470
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of blight and sucking pest on cotton ?,spray M-45 30 gm + rogar 20 ml / 15 liter of water for controlling blight and sucking pest on cotton,MAHARASHTRA,BEED,WADWANI,2015-07-06 11:42:55.710
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asking about caterpillar on cotton ?,Spray Proclaim 5gm/15lit of Water.,MAHARASHTRA,BEED,WADWANI,2015-07-06 15:58:07.290
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of catterpillar on cotton ?,spray chloropyriphos 30ml  / 15 liter water for controlling caterpillar  for cotton,MAHARASHTRA,BEED,GEORAI,2015-07-07 14:25:27.997
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,yellowing of leaves,Spray Azadirictine 30 ml/15 Lit of Water.,MAHARASHTRA,BEED,MAJALGAON,2015-07-08 14:24:45.920
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,thrips attack,? Spray Actra 5 gm + regent 10 ml +  redomil gold 30 gm /15 Lit of Water.,MAHARASHTRA,BEED,WADWANI,2015-07-10 19:02:02.000
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,nagali attack on cotton ?,Polytrin c 35 ml / 15 lit of water,MAHARASHTRA,BEED,GEORAI,2015-07-11 07:43:37.690
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about attack of sucking pest attack ?,spraying of atara 5 gm + ridomil gold 30gm /15 liter water.,MAHARASHTRA,BEED,ASHTI,2015-07-11 18:20:03.913
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked for cotton prevntive spray-?,M-45= 30 GM+19;19;19- 50 gm+quinolphous 30 ml /15 litar water,MAHARASHTRA,BEED,BEED,2015-07-17 15:25:23.410
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,to increase flower rate ?,Spray Boom flower 20ml/15lit of Water.,MAHARASHTRA,BEED,DHARUR,2015-07-18 08:02:16.153
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,preventive measures for pest control in cotton ?,spray nim ark 30 ml / 15 liter of water for controlling sucking pest on cotton,MAHARASHTRA,BEED,PARALI  V .,2015-07-18 11:25:28.990
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of blight on cotton ?,spray M-45 30 gm / 15 liter of water for controlling  blight on cotton,MAHARASHTRA,BEED,PARALI  V .,2015-07-19 17:53:19.763
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,leaf miner-nagali attak?,spray Polytrin c -35 ml /15 liter of water,MAHARASHTRA,BEED,MAJALGAON,2015-07-20 16:41:50.847
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked spray for cotton?,Spray 00-52-34 30gm/15lit of water.,MAHARASHTRA,BEED,PARALI  V .,2015-07-22 12:44:37.023
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked for laeaaf eating cattarpillar cotton _,MICROLLA - 50 ML  M-45 30 GM+Spray Chloropyriphos 30ml/15 Lit of Water.,MAHARASHTRA,BEED,BEED,2015-07-22 17:12:18.793
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,sucking pest on cotton = spray tatamida 15 ml + m -45 37.5 gm / 15 lit water,sucking pest on cotton = spray tatamida 15 ml + m -45 37.5 gm / 15 lit water,MAHARASHTRA,BEED,ASHTI,2015-07-23 13:09:53.723
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,white root growth?,Application of humic acid 98% 500 gm  + Phospheric acid 1 liter / acre,MAHARASHTRA,BEED,MAJALGAON,2015-07-23 13:16:31.457
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,"sucking pest attack , white fly",Spray Confidor super / Confidor 10ml/15 Lit of Water.,MAHARASHTRA,BEED,BEED,2015-07-23 17:35:33.457
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asking about fertilizer dose,Apply 10:26:26 2 bag + urea 2 bag + zink sulphate 10 kg + ferrous sulphate 10 kg,MAHARASHTRA,BEED,MAJALGAON,2015-07-24 08:21:33.343
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about mealy bugs on cotoon?,Spray Nuwan 20ml/ 15Lit of Water.,MAHARASHTRA,BEED,KAIJ,2015-07-28 08:21:05.500
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,stem borer attack on cotton?,SPRAY NUWAN 20 ML/15 LITER WATER,MAHARASHTRA,BEED,BEED,2015-07-28 10:25:09.193
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about  cotton blight?,BAVISTIN 30 GM/ 15 LITER WATER,MAHARASHTRA,BEED,MAJALGAON,2016-07-01 18:16:10.277
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,cotton sucking pest,confidor 10 ml /super confidor 10 ml /15 litar water,MAHARASHTRA,BEED,BEED,2016-07-08 17:05:12.233
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,atktac of  thrips?,Spray super confidor 6 ml /15 liter of water(Imida 17.8 sl)-Bayer,MAHARASHTRA,BEED,BEED,2016-07-10 15:01:18.300
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,blister beetle on cotton ?,Spray Quinolphos 30 ml/15 liter of water.,MAHARASHTRA,BEED,BEED,2016-07-11 09:03:24.677
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,thripson cotton?,Spray super confidor 10 ml /15 liter water(Imida 17.8 sl),MAHARASHTRA,BEED,PARALI  V .,2016-07-11 11:07:08.293
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,thirps on cototn?,Spray super confidor 5 ml /15 liter water(Imida 17.8 sl)-,MAHARASHTRA,BEED,PARALI  V .,2016-07-11 11:08:17.053
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of thrips on cotton ?,Spray Karate 15 ml/  15 Liter of Water(Lambda 5 SC),MAHARASHTRA,BEED,GEORAI,2016-07-11 15:28:18.370
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of cotton?,Spray Hamla 15 ml/15 liter of water.,MAHARASHTRA,BEED,GEORAI,2016-07-11 16:10:15.497
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,red mite on cotton,RED MITE ON COTTON  - OMITE 15 ML /15 LITER WATER SPRAY,MAHARASHTRA,BEED,DHARUR,2016-07-13 08:08:17.067
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,plant protection  ?,actra 5 gram  + karate15 mili /pamp spray on crop.,MAHARASHTRA,BEED,BEED,2016-07-16 17:39:08.177
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,aphid on cotton?,spray tatamida 0.50 ml/liter,MAHARASHTRA,BEED,SHIRUR ( KA ),2016-07-21 16:40:26.423
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about root rot of cotton ?,drenching  Bavistane 30 gm/15 Liter of Water,MAHARASHTRA,BEED,KAIJ,2016-07-22 15:18:50.243
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about drenching ?,Drenching of Chloropyriphos 40 ml +drenching Bavistine 30gm / 15 lit of water.,MAHARASHTRA,BEED,PARALI  V .,2016-07-22 18:17:49.087
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of aphids and white fly on cotton ?,Spray Pride 10 gm + M 45 30 GM /15 liter of water(Acetamapride 20SP)-Dow agro,MAHARASHTRA,BEED,WADWANI,2016-07-23 09:29:05.713
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of white fly and jassids?,Spray Lanser Gold 15gm/15 Liter of Water.,MAHARASHTRA,BEED,KAIJ,2016-07-24 14:58:27.030
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of  downy mildew?,Spray Bavistane 30 gm/15 Liter of Water(Carbandazin)-Basf,MAHARASHTRA,BEED,BEED,2016-07-25 10:32:47.273
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of thrips?,Spray super confidor 10 ml /15 liter of water(Imida 17.8 sl)-Bayer,MAHARASHTRA,BEED,BEED,2016-07-29 17:08:33.313
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about attack dumping off in cotton ?,DRENCHING OF 12:61:00 - 75 GM + BAVISTIN 30 GM / 15 LITER WATER,MAHARASHTRA,NANDED,HIMAYATNAGAR,2015-07-02 18:47:04.807
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,fertilizer spray for cotton ?,SPRAY CALSIUM NITRATE 50 GM + BORON 15 GM / 15 LITRE OF WATERSPRAY MAGNESIUM SULPHATE 60 GM + DAP 200 GM / 15 LITRE OF WATER,MAHARASHTRA,NANDED,UMRI,2015-07-03 07:50:41.777
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,ask white fly attack on cotton ?,confidor 10 ml /super confidor 10 ml /15 litar water,MAHARASHTRA,NANDED,HIMAYATNAGAR,2015-07-03 14:51:38.950
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,ask about snell attack on cotton?,use snell kill to control snell,MAHARASHTRA,NANDED,LOHA,2015-07-04 15:34:35.300
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about spry,spray  19:19:19 40 gm + microlla  30ml /15 liter of water,MAHARASHTRA,NANDED,KANDHAR,2015-07-06 17:06:51.723
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,flea beetle attack,Spray monocrotophos 15ml/15 Lit of Water.,MAHARASHTRA,NANDED,BILOLI,2015-07-07 17:34:11.837
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,virus on cotton,VIRUS ON COTTON  - ARENA CHOKLET / VIROSOL 30ML /15 LITER WATER SPRAY,MAHARASHTRA,NANDED,HIMAYATNAGAR,2015-07-08 17:34:47.710
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,reddening in cotton ?,SPRAY MAGNESIUAM SULPHATE 60 GRAM + DAP 100 GM / 15 LITRE OF WATER,MAHARASHTRA,NANDED,KANDHAR,2015-07-09 13:25:44.543
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control tobacco cutworm  in cotton ?,Chlorpyriphos 20 EC 2 litre per hectare dissolve in 500 litre of water to control Tobacco Cutworm  in cotton.,MAHARASHTRA,NANDED,ARDHAPUR,2015-07-09 16:07:36.637
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,fertilizer spry for cotton ?,SPRAY 19 19 19 45 GM + MICROLLA 30 ML / 15 LITRE OF WATER SPRAY MAGNESIUAM SULPHATE 60 GRAM + DAP 100 GM / 15 LITRE OF WATER,MAHARASHTRA,NANDED,HADGAON,2015-07-10 08:56:53.087
JAYAD,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,root fungas attack on cotton ?,Spray Redomil Gold 30gm +  humic acid 30 ml /15Lit of Water.,MAHARASHTRA,NANDED,ARDHAPUR,2015-07-10 12:08:44.157
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about weather report ?,Today's weather is partly cloudy No Possibility of  Rainfall.,MAHARASHTRA,NANDED,UMRI,2015-07-10 17:41:46.693
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,control of snail sluge ?,application of snail kill,MAHARASHTRA,NANDED,LOHA,2015-07-12 16:06:18.363
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control  sucking pest in cotton ?,spray dimethoate 30 EC @ 1.5 ML/LITRE OF WATER to control  sucking pest in cotton.,MAHARASHTRA,NANDED,ARDHAPUR,2015-07-13 17:54:37.530
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked for cotton spray-?,??:??:??= 50  GM + ?????? 50 GM + ????????? 50 ML./ 15 LIT.,MAHARASHTRA,NANDED,HIMAYATNAGAR,2015-07-15 12:58:41.100
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked information about cotton - attack of fungus,drenching -  Bavistine 30 gm + Humic Acid 30 ml/15 Lit of Water,MAHARASHTRA,NANDED,KANDHAR,2015-07-16 12:47:12.807
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about white spot on cotton leaves ?,spray trizophos 30 ml + bavistin 30 gm / 1`5 liter water,MAHARASHTRA,NANDED,KANDHAR,2015-07-16 14:27:53.997
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,foliar spray for cotton-,foliar spray for cotton- spray urea 150gm + magnesium sulphet 50gm + zinc sulphet 20gm / 15 liter of water,MAHARASHTRA,NANDED,UMRI,2015-07-18 18:36:48.333
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,cotton fertilizer dose ?,"24:24:00 Two Bags, Magnesium Sulphate 25 Kg, 00:00:50 one Bag. For Per Acer of Cotton",MAHARASHTRA,NANDED,ARDHAPUR,2015-07-20 10:21:54.250
